type,id,bnf_code,nm
amp,351411000001106,0301020I0BBAGAG,Atrovent 20micrograms/dose Autohaler (Boehringer Ingelheim Ltd)
amp,24011000001103,0301020I0BBAAAA,Atrovent 20micrograms/dose inhaler (Boehringer Ingelheim Ltd)
amp,7389911000001105,0301020I0BBAJAN,Atrovent 20micrograms/dose inhaler CFC free (Boehringer Ingelheim Ltd)
amp,347611000001103,0301020I0BBADAD,Atrovent Forte 40micrograms/dose inhaler (Boehringer Ingelheim Ltd)
amp,34954811000001109,0301020I0BIAAAN,Inhalvent 20micrograms/dose inhaler (Alissa Healthcare Research Ltd)
amp,27872911000001109,0301020I0AAANAN,Ipratropium bromide 20micrograms/dose inhaler CFC free (A A H Pharmaceuticals Ltd)
amp,37842911000001109,0301020I0BJAAAN,Ipravent 20micrograms/dose inhaler CFC free (Cipla EU Ltd)
vmp,36049311000001103,0301020I0AAAAAA,Ipratropium bromide 20micrograms/dose inhaler
vmp,414538008,0301020I0AAANAN,Ipratropium bromide 20micrograms/dose inhaler CFC free
vmp,320340006,0301020I0AAAHAH,Ipratropium bromide 40microgram inhalation powder capsules with device
vmp,36049411000001105,0301020I0AAADAD,Ipratropium bromide 40micrograms/dose inhaler
