type,id,bnf_code,nm
amp,33594911000001100,0301020Q0BCAAAD,Braltus 10microgram inhalation powder capsules with Zonda inhaler (Teva UK Ltd)
amp,20985511000001101,0301020R0BBAAAA,Eklira 322micrograms/dose Genuair (AstraZeneca UK Ltd)
amp,27567911000001101,0301020T0BBAAAA,Incruse Ellipta 55micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)
amp,21495411000001107,0301020S0BBAAAA,Seebri Breezhaler 44microgram inhalation powder capsules with device (Novartis Pharmaceuticals UK Ltd)
amp,3380011000001106,0301020Q0BBABAB,Spiriva 18microgram inhalation powder capsules (Boehringer Ingelheim Ltd)
amp,3378211000001106,0301020Q0BBAAAA,Spiriva 18microgram inhalation powder capsules with HandiHaler (Boehringer Ingelheim Ltd)
amp,12146911000001103,0301020Q0BBACAC,Spiriva Respimat 2.5micrograms/dose inhalation solution cartridge with device (Boehringer Ingelheim Ltd)
amp,37677711000001102,0301020Q0BBADAE,Spiriva Respimat 2.5micrograms/dose inhalation solution refill cartridge (Boehringer Ingelheim Ltd)
vmp,703924000,0301020R0AAAAAA,Aclidinium bromide 375micrograms/dose dry powder inhaler
vmp,21496211000001102,0301020S0AAAAAA,Glycopyrronium bromide 55microgram inhalation powder capsules with device
vmp,33596311000001107,0301020Q0AAADAD,Tiotropium bromide 10microgram inhalation powder capsules with device
vmp,9478911000001107,0301020Q0AAABAB,Tiotropium bromide 18microgram inhalation powder capsules
vmp,9479011000001103,0301020Q0AAAAAA,Tiotropium bromide 18microgram inhalation powder capsules with device
vmp,37692711000001105,0301020Q0AAAEAE,Tiotropium bromide 2.5micrograms/dose inhalation solution cartridge CFC free
vmp,12197411000001102,0301020Q0AAACAC,Tiotropium bromide 2.5micrograms/dose solution for inhalation cartridge with device CFC free
vmp,27890611000001109,0301020T0AAAAAA,Umeclidinium bromide 65micrograms/dose dry powder inhaler
