dmd_type,dmd_id,dmd_name,bnf_code
VMP,321730000,Lithium carbonate 250mg tablets,0402030K0AAACAC
AMP,30988111000001104,Lithium carbonate 250mg tablets,0402030K0AAACAC
AMP,30802011000001105,Lithium carbonate 250mg tablets,0402030K0AAACAC
AMP,30760011000001108,Lithium carbonate 250mg tablets,0402030K0AAACAC
AMP,4818611000001104,Lithium carbonate 400mg modified-release tablets,0402030K0AAAFAF
VMP,36040211000001104,Lithium carbonate 450mg modified-release tablets,0402030K0AAAGAG
VMP,8658611000001103,Lithium carbonate 200mg/5ml oral suspension,0402030K0AAAPAP
AMP,8628811000001100,Lithium carbonate 200mg/5ml oral suspension,0402030K0AAAPAP
AMP,879511000001105,Camcolit 250 tablets,0402030K0BBAAAC
AMP,250211000001105,Camcolit 400 modified-release tablets,0402030K0BBABAF
AMP,704311000001105,Liskonum 450mg modified-release tablets,0402030K0BDAAAG
AMP,766311000001100,Priadel 400mg modified-release tablets,0402030K0BFAAAF
AMP,565011000001106,Priadel 200mg modified-release tablets,0402030K0BFABAI
AMP,5479511000001101,Lithonate 400mg modified-release tablets,0402030K0BGAAAF
VMP,4559411000001104,Lithium citrate 564mg modified-release tablets,0402030P0AAABAB
VMP,36040311000001107,Lithium citrate 520mg/5ml oral solution sugar free,0402030P0AAAIAI
VMP,321742005,Lithium citrate 1.018g/5ml oral solution,0402030P0AAAKAK
VMP,321741003,Lithium citrate 509mg/5ml oral solution,0402030P0AAALAL
AMP,4543511000001104,Litarex 564mg modified-release tablets,0402030P0BBAAAB
AMP,3832311000001102,Priadel 520mg/5ml liquid,0402030P0BCAAAI
AMP,8788711000001105,Li-Liquid 509mg/5ml oral solution,0402030P0BDAAAL
AMP,4888611000001102,Li-Liquid 1.018g/5ml oral solution,0402030P0BDABAK
