type,id,bnf_code,nm
amp,3226411000001101,0301020I0BBAFAF,Atrovent 250micrograms/1ml nebuliser liquid UDVs (Boehringer Ingelheim Ltd)
amp,3222411000001102,0301020I0BBACAC,Atrovent 500micrograms/2ml nebuliser liquid UDVs (Boehringer Ingelheim Ltd)
amp,2831711000001102,0301011V0BBAQAX,Bricanyl 10mg/ml respirator solution (AstraZeneca UK Ltd)
amp,3633911000001104,0301011V0BBALAD,Bricanyl 5mg/2ml Respules (AstraZeneca UK Ltd)
amp,10273211000001108,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (A A H Pharmaceuticals Ltd)
amp,11005711000001109,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Actavis UK Ltd)
amp,10347911000001102,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd)
amp,18507211000001101,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Almus Pharmaceuticals Ltd)
amp,10453211000001107,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Arrow Generics Ltd)
amp,22622611000001108,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (DE Pharmaceuticals)
amp,10326711000001104,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Kent Pharmaceuticals Ltd)
amp,30004511000001108,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd)
amp,17810011000001102,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd)
amp,15060511000001109,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Sigma Pharmaceuticals Plc)
amp,10274211000001106,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Teva UK Ltd)
amp,21804611000001101,0302000K0AAAIAI,Budesonide 1mg/2ml nebuliser liquid unit dose vials (Waymade Healthcare Plc)
amp,10272811000001101,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (A A H Pharmaceuticals Ltd)
amp,11005511000001104,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Actavis UK Ltd)
amp,10347711000001104,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Alliance Healthcare (Distribution) Ltd)
amp,18507011000001106,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Almus Pharmaceuticals Ltd)
amp,10453011000001102,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Arrow Generics Ltd)
amp,22622411000001105,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (DE Pharmaceuticals)
amp,10326511000001109,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Kent Pharmaceuticals Ltd)
amp,30004311000001102,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Mawdsley-Brooks & Company Ltd)
amp,17809311000001106,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Phoenix Healthcare Distribution Ltd)
amp,29775411000001101,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Sigma Pharmaceuticals Plc)
amp,10273611000001105,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Teva UK Ltd)
amp,21804411000001104,0302000K0AAAJAJ,Budesonide 500micrograms/2ml nebuliser liquid unit dose vials (Waymade Healthcare Plc)
